Column1,code_2,category,description_2,code_3,description_3,abbreviations,id,link
1021,C85,Lymphoma,Other specified and unspecified types of non-Hodgkin lymphoma,C85.19,Unspecified B-cell lymphoma extranodal and solid organ sites,C85 | C85.19 |  NHL|Non-Hodgkin lymphoma| Non Hodgkin lymphoma |Non-Hodgkin's  | Non Hodgkin's Lymphoma | B-Cell Lymphoma | B Cell Lymphoma |,356e3e3f-a1da-5590-a279-7abc93953543,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C85-/C85.19
1022,C85,Lymphoma,Other specified and unspecified types of non-Hodgkin lymphoma,C85.1A,Unspecified B-cell lymphoma in remission,C85 | C85.1A | NHL|Non-Hodgkin lymphoma| Non Hodgkin lymphoma |Non-Hodgkin's  | Non Hodgkin's Lymphoma | B-Cell Lymphoma | B Cell Lymphoma | B Cell Lymphoma in Remission |,84468754-50b5-52d3-9b4d-672c2f07df9d,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C85-/C85.1A
1023,C85,Lymphoma,Other specified and unspecified types of non-Hodgkin lymphoma,C85.2,Mediastinal (thymic) large B-cell lymphoma,C85 | C85.2 | NHL|Non-Hodgkin lymphoma| Non Hodgkin lymphoma |Non-Hodgkin's | Mediastinal large B-cell lymphoma | Mediastinal large B cell lymphoma | Mediastinal large B-cell lymphoma | Mediastinal large B cell lymphoma  | Mediastinal large B-cell lymphoma | Mediastinal large B cell lymphoma | Thymic Large B Cell Lymphoma | Thymic Large B-Cell Lymphoma,133c1e02-74f5-5178-9199-f34ee7c66651,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C85-/C85.2
1024,C85,Lymphoma,Other specified and unspecified types of non-Hodgkin lymphoma,C85.20,Mediastinal (thymic) large B-cell lymphoma unspecified site,C85 | C85.20 | NHL|Non-Hodgkin lymphoma| Non Hodgkin lymphoma |Non-Hodgkin's | Mediastinal large B-cell lymphoma | Mediastinal large B cell lymphoma | Mediastinal large B-cell lymphoma | Mediastinal large B cell lymphoma  | Mediastinal large B-cell lymphoma | Mediastinal large B cell lymphoma | Thymic Large B Cell Lymphoma | Thymic Large B-Cell Lymphoma,d48433b0-112b-5bbc-9401-717c134671fe,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C85-/C85.20
1025,C85,Lymphoma,Other specified and unspecified types of non-Hodgkin lymphoma,C85.21,"Mediastinal (thymic) large B-cell lymphoma lymph nodes of head, face, and neck",C85 | C85.21 | NHL|Non-Hodgkin lymphoma| Non Hodgkin lymphoma |Non-Hodgkin's | Mediastinal large B-cell lymphoma | Mediastinal large B cell lymphoma |Mediastinal large B-cell lymphoma | Mediastinal large B cell lymphoma  | Mediastinal large B-cell lymphoma | Mediastinal large B cell lymphoma | Thymic Large B Cell Lymphoma | Thymic Large B-Cell Lymphoma,3d7c4a28-1acb-525f-b9fd-ef5188ed44bb,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C85-/C85.21
1026,C85,Lymphoma,Other specified and unspecified types of non-Hodgkin lymphoma,C85.22,Mediastinal (thymic) large B-cell lymphoma intrathoracic lymph nodes,C85 | C85.22 | NHL|Non-Hodgkin lymphoma| Non Hodgkin lymphoma |Non-Hodgkin's | Mediastinal large B-cell lymphoma | Mediastinal large B cell lymphoma |Mediastinal large B-cell lymphoma | Mediastinal large B cell lymphoma  | Mediastinal large B-cell lymphoma | Mediastinal large B cell lymphoma | Thymic Large B Cell Lymphoma | Thymic Large B-Cell Lymphoma,6044c64a-2e66-5aea-832b-29482e8498a1,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C85-/C85.22
1027,C85,Lymphoma,Other specified and unspecified types of non-Hodgkin lymphoma,C85.23,Mediastinal (thymic) large B-cell lymphoma intra-abdominal lymph nodes,C85 | C85.23 | NHL|Non-Hodgkin lymphoma| Non Hodgkin lymphoma |Non-Hodgkin's | Mediastinal large B-cell lymphoma | Mediastinal large B cell lymphoma |Mediastinal large B-cell lymphoma | Mediastinal large B cell lymphoma  | Mediastinal large B-cell lymphoma | Mediastinal large B cell lymphoma | Thymic Large B Cell Lymphoma | Thymic Large B-Cell Lymphoma,fd0985f9-9924-5be5-9166-82ec862ae2ec,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C85-/C85.23
1028,C85,Lymphoma,Other specified and unspecified types of non-Hodgkin lymphoma,C85.24,Mediastinal (thymic) large B-cell lymphoma lymph nodes of axilla and upper limb,C85 | C85.24 | NHL|Non-Hodgkin lymphoma| Non Hodgkin lymphoma |Non-Hodgkin's | Mediastinal large B-cell lymphoma | Mediastinal large B cell lymphoma | Mediastinal large B-cell lymphoma | Mediastinal large B cell lymphoma  | Mediastinal large B-cell lymphoma | Mediastinal large B cell lymphoma | Thymic Large B Cell Lymphoma | Thymic Large B-Cell Lymphoma,1547761b-3caa-53de-95e9-47b7c705fa87,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C85-/C85.24
1029,C85,Lymphoma,Other specified and unspecified types of non-Hodgkin lymphoma,C85.25,Mediastinal (thymic) large B-cell lymphoma lymph nodes of inguinal region and lower limb,C85 | C85.25 | NHL|Non-Hodgkin lymphoma| Non Hodgkin lymphoma |Non-Hodgkin's | Mediastinal large B-cell lymphoma | Mediastinal large B cell lymphoma |Mediastinal large B-cell lymphoma | Mediastinal large B cell lymphoma  | Mediastinal large B-cell lymphoma | Mediastinal large B cell lymphoma | Thymic Large B Cell Lymphoma | Thymic Large B-Cell Lymphoma,2bf39a6f-476c-5cb4-bcaa-101770ee8813,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C85-/C85.25
1030,C85,Lymphoma,Other specified and unspecified types of non-Hodgkin lymphoma,C85.26,Mediastinal (thymic) large B-cell lymphoma intrapelvic lymph nodes,C85 | C85.26 | NHL|Non-Hodgkin lymphoma| Non Hodgkin lymphoma |Non-Hodgkin's | Mediastinal large B-cell lymphoma | Mediastinal large B cell lymphoma |Mediastinal large B-cell lymphoma | Mediastinal large B cell lymphoma  | Mediastinal large B-cell lymphoma | Mediastinal large B cell lymphoma | Thymic Large B Cell Lymphoma | Thymic Large B-Cell Lymphoma,61c01302-6b30-5baa-8022-0adfa412a42f,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C85-/C85.26
1031,C85,Lymphoma,Other specified and unspecified types of non-Hodgkin lymphoma,C85.27,Mediastinal (thymic) large B-cell lymphoma spleen,C85 | C85.27 | NHL|Non-Hodgkin lymphoma| Non Hodgkin lymphoma |Non-Hodgkin's | Mediastinal large B-cell lymphoma | Mediastinal large B cell lymphoma |Mediastinal large B-cell lymphoma | Mediastinal large B cell lymphoma  | Mediastinal large B-cell lymphoma | Mediastinal large B cell lymphoma | Thymic Large B Cell Lymphoma | Thymic Large B-Cell Lymphoma,b21e9001-5733-55bc-b2d9-db50b7ad491b,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C85-/C85.27
1032,C85,Lymphoma,Other specified and unspecified types of non-Hodgkin lymphoma,C85.28,Mediastinal (thymic) large B-cell lymphoma lymph nodes of multiple sites,C85 | C85.28 | NHL|Non-Hodgkin lymphoma| Non Hodgkin lymphoma |Non-Hodgkin's | Mediastinal large B-cell lymphoma | Mediastinal large B cell lymphoma |Mediastinal large B-cell lymphoma | Mediastinal large B cell lymphoma  | Mediastinal large B-cell lymphoma | Mediastinal large B cell lymphoma | Thymic Large B Cell Lymphoma | Thymic Large B-Cell Lymphoma,a25b48cf-5804-59d5-abd0-726622d58f2c,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C85-/C85.28
1112,C90,Multiple myeloma,Multiple myeloma and malignant plasma cell neoplasms,C90.31,Solitary plasmacytoma in remission,"C90 | C90.31  | Solitary Plasmacytoma in Rem | Solitary Plasmacytoma-Rem | Osseous Plasmacytoma-Rem | Bone Plasmacytoma-Rem| Malignant Plasmacytoma-Rem| Myeloma | Multiple Myeloma |
 ",0b6d520d-18d1-5002-b94e-19137be1fff2,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C90-/C90.31
1033,C85,Lymphoma,Other specified and unspecified types of non-Hodgkin lymphoma,C85.29,Mediastinal (thymic) large B-cell lymphoma extranodal and solid organ sites,C85 | C85.29 | NHL|Non-Hodgkin lymphoma| Non Hodgkin lymphoma |Non-Hodgkin's | Mediastinal large B-cell lymphoma | Mediastinal large B cell lymphoma |Mediastinal large B-cell lymphoma | Mediastinal large B cell lymphoma  | Mediastinal large B-cell lymphoma | Mediastinal large B cell lymphoma | Thymic Large B Cell Lymphoma | Thymic Large B-Cell Lymphoma | Mediastinal large B-cell lymphoma | Mediastinal large B cell lymphoma in Remission | Mediastinal large B-cell lymphoma | Mediastinal large B cell lymphoma in Remission | Thymic Large B Cell Lymphoma in Remission| Thymic Large B-Cell Lymphoma in Remission| ,d49ac47c-77a8-50cb-a4aa-2e8d7a0d2bdb,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C85-/C85.29
1034,C85,Lymphoma,Other specified and unspecified types of non-Hodgkin lymphoma,C85.2A,Mediastinal (thymic) large B-cell lymphoma in remission,C85 | C85.2A | NHL|Non-Hodgkin lymphoma| Non Hodgkin lymphoma |Non-Hodgkin's | Mediastinal large B-cell lymphoma | Mediastinal large B cell lymphoma |,72b2d2f8-ebfe-5f91-8b7f-403d1b42a5d2,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C85-/C85.2A
1035,C85,Lymphoma,Other specified and unspecified types of non-Hodgkin lymphoma,C85.8,Other specified types of non-Hodgkin lymphoma,"C85 | C85.8 | NHL|Non-Hodgkin lymphoma| Non Hodgkin lymphoma |Non-Hodgkin's | Mediastinal large B-cell lymphoma | Mediastinal large B cell lymphoma | Composite lymphoma | Lymphomas with overlapping features | Primary effusion lymphoma | PEL | Body cavity-based lymphoma | Intravascular large B-cell lymphoma | IVLBCL | ALK-negative anaplastic large cell lymphoma | ALK(-) ALCL | ALK-Negative ALCL | B-cell lymphoma, unclassifiable | BCLU | High-grade B-cell lymphoma, unclassifiable | HGBL, NOS | T-cell lymphoma, unclassifiable | TCL-U | Unclassifiable peripheral T-cell lymphoma | Lymphoma with intermediate features | DLBCL/Burkitt-like lymphoma | High-grade B-cell lymphoma, NOS",d059cd3c-1b6f-5945-98cb-2910b6ad8ab1,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C85-/C85.8
1036,C85,Lymphoma,Other specified and unspecified types of non-Hodgkin lymphoma,C85.80,Other specified types of non-Hodgkin lymphoma unspecified site,"C85 | C85.80 | NHL|Non-Hodgkin lymphoma| Non Hodgkin lymphoma |Non-Hodgkin's | Mediastinal large B-cell lymphoma | Mediastinal large B cell lymphoma | Composite lymphoma | Lymphomas with overlapping features | Primary effusion lymphoma | PEL | Body cavity-based lymphoma | Intravascular large B-cell lymphoma | IVLBCL | ALK-negative anaplastic large cell lymphoma | ALK(-) ALCL | ALK-Negative ALCL | B-cell lymphoma, unclassifiable | BCLU | High-grade B-cell lymphoma, unclassifiable | HGBL, NOS | T-cell lymphoma, unclassifiable | TCL-U | Unclassifiable peripheral T-cell lymphoma | Lymphoma with intermediate features | DLBCL/Burkitt-like lymphoma | High-grade B-cell lymphoma, NOS",3eaa3154-19e1-56b7-bf7d-716b768a482b,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C85-/C85.80
1037,C85,Lymphoma,Other specified and unspecified types of non-Hodgkin lymphoma,C85.81,"Other specified types of non-Hodgkin lymphoma lymph nodes of head, face, and neck","C85 | C85.81 |NHL|Non-Hodgkin lymphoma| Non Hodgkin lymphoma |Non-Hodgkin's | Mediastinal large B-cell lymphoma | Mediastinal large B cell lymphoma | Composite lymphoma | Lymphomas with overlapping features | Primary effusion lymphoma | PEL | Body cavity-based lymphoma | Intravascular large B-cell lymphoma | IVLBCL | ALK-negative anaplastic large cell lymphoma | ALK(-) ALCL | ALK-Negative ALCL | B-cell lymphoma, unclassifiable | BCLU | High-grade B-cell lymphoma, unclassifiable | HGBL, NOS | T-cell lymphoma, unclassifiable | TCL-U | Unclassifiable peripheral T-cell lymphoma | Lymphoma with intermediate features | DLBCL/Burkitt-like lymphoma | High-grade B-cell lymphoma, NOS",116f8bbf-860a-5d0b-9f75-a3a0a82a57ea,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C85-/C85.81
1038,C85,Lymphoma,Other specified and unspecified types of non-Hodgkin lymphoma,C85.82,Other specified types of non-Hodgkin lymphoma intrathoracic lymph nodes,"C85 | C85.82 |NHL|Non-Hodgkin lymphoma| Non Hodgkin lymphoma |Non-Hodgkin's | Mediastinal large B-cell lymphoma | Mediastinal large B cell lymphoma | Composite lymphoma | Lymphomas with overlapping features | Primary effusion lymphoma | PEL | Body cavity-based lymphoma | Intravascular large B-cell lymphoma | IVLBCL | ALK-negative anaplastic large cell lymphoma | ALK(-) ALCL | ALK-Negative ALCL | B-cell lymphoma, unclassifiable | BCLU | High-grade B-cell lymphoma, unclassifiable | HGBL, NOS | T-cell lymphoma, unclassifiable | TCL-U | Unclassifiable peripheral T-cell lymphoma | Lymphoma with intermediate features | DLBCL/Burkitt-like lymphoma | High-grade B-cell lymphoma, NOS",812591db-ad10-556f-a4da-125da1d0764e,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C85-/C85.82
1039,C85,Lymphoma,Other specified and unspecified types of non-Hodgkin lymphoma,C85.83,Other specified types of non-Hodgkin lymphoma intra-abdominal lymph nodes,"C85 | C85.83 | NHL|Non-Hodgkin lymphoma| Non Hodgkin lymphoma |Non-Hodgkin's | Mediastinal large B-cell lymphoma | Mediastinal large B cell lymphoma | Composite lymphoma | Lymphomas with overlapping features | Primary effusion lymphoma | PEL | Body cavity-based lymphoma | Intravascular large B-cell lymphoma | IVLBCL | ALK-negative anaplastic large cell lymphoma | ALK(-) ALCL | ALK-Negative ALCL | B-cell lymphoma, unclassifiable | BCLU | High-grade B-cell lymphoma, unclassifiable | HGBL, NOS | T-cell lymphoma, unclassifiable | TCL-U | Unclassifiable peripheral T-cell lymphoma | Lymphoma with intermediate features | DLBCL/Burkitt-like lymphoma | High-grade B-cell lymphoma, NOS",91ca9f4f-935c-5022-b634-1491f3292e7b,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C85-/C85.83
1040,C85,Lymphoma,Other specified and unspecified types of non-Hodgkin lymphoma,C85.84,Other specified types of non-Hodgkin lymphoma lymph nodes of axilla and upper limb,"C85 | C85.84 | NHL|Non-Hodgkin lymphoma| Non Hodgkin lymphoma |Non-Hodgkin's | Mediastinal large B-cell lymphoma | Mediastinal large B cell lymphoma | Composite lymphoma | Lymphomas with overlapping features | Primary effusion lymphoma | PEL | Body cavity-based lymphoma | Intravascular large B-cell lymphoma | IVLBCL | ALK-negative anaplastic large cell lymphoma | ALK(-) ALCL | ALK-Negative ALCL | B-cell lymphoma, unclassifiable | BCLU | High-grade B-cell lymphoma, unclassifiable | HGBL, NOS | T-cell lymphoma, unclassifiable | TCL-U | Unclassifiable peripheral T-cell lymphoma | Lymphoma with intermediate features | DLBCL/Burkitt-like lymphoma | High-grade B-cell lymphoma, NOS",8c16d4eb-1559-58b6-ad83-81986ddab06a,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C85-/C85.84
1041,C85,Lymphoma,Other specified and unspecified types of non-Hodgkin lymphoma,C85.85,Other specified types of non-Hodgkin lymphoma lymph nodes of inguinal region and lower limb,"C85 | C85.85 |NHL|Non-Hodgkin lymphoma| Non Hodgkin lymphoma |Non-Hodgkin's | Mediastinal large B-cell lymphoma | Mediastinal large B cell lymphoma | Composite lymphoma | Lymphomas with overlapping features | Primary effusion lymphoma | PEL | Body cavity-based lymphoma | Intravascular large B-cell lymphoma | IVLBCL | ALK-negative anaplastic large cell lymphoma | ALK(-) ALCL | ALK-Negative ALCL | B-cell lymphoma, unclassifiable | BCLU | High-grade B-cell lymphoma, unclassifiable | HGBL, NOS | T-cell lymphoma, unclassifiable | TCL-U | Unclassifiable peripheral T-cell lymphoma | Lymphoma with intermediate features | DLBCL/Burkitt-like lymphoma | High-grade B-cell lymphoma, NOS",686c8367-e0fb-513d-9961-0118661b7161,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C85-/C85.85
1042,C85,Lymphoma,Other specified and unspecified types of non-Hodgkin lymphoma,C85.86,Other specified types of non-Hodgkin lymphoma intrapelvic lymph nodes,"C85 | C85.86 |NHL|Non-Hodgkin lymphoma| Non Hodgkin lymphoma |Non-Hodgkin's | Mediastinal large B-cell lymphoma | Mediastinal large B cell lymphoma | Composite lymphoma | Lymphomas with overlapping features | Primary effusion lymphoma | PEL | Body cavity-based lymphoma | Intravascular large B-cell lymphoma | IVLBCL | ALK-negative anaplastic large cell lymphoma | ALK(-) ALCL | ALK-Negative ALCL | B-cell lymphoma, unclassifiable | BCLU | High-grade B-cell lymphoma, unclassifiable | HGBL, NOS | T-cell lymphoma, unclassifiable | TCL-U | Unclassifiable peripheral T-cell lymphoma | Lymphoma with intermediate features | DLBCL/Burkitt-like lymphoma | High-grade B-cell lymphoma, NOS",960a8dab-f9df-5b32-954b-3b36da84ef16,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C85-/C85.86
1043,C85,Lymphoma,Other specified and unspecified types of non-Hodgkin lymphoma,C85.87,Other specified types of non-Hodgkin lymphoma spleen,"C85 | C85.87 | NHL|Non-Hodgkin lymphoma| Non Hodgkin lymphoma |Non-Hodgkin's | Mediastinal large B-cell lymphoma | Mediastinal large B cell lymphoma | Composite lymphoma | Lymphomas with overlapping features | Primary effusion lymphoma | PEL | Body cavity-based lymphoma | Intravascular large B-cell lymphoma | IVLBCL | ALK-negative anaplastic large cell lymphoma | ALK(-) ALCL | ALK-Negative ALCL | B-cell lymphoma, unclassifiable | BCLU | High-grade B-cell lymphoma, unclassifiable | HGBL, NOS | T-cell lymphoma, unclassifiable | TCL-U | Unclassifiable peripheral T-cell lymphoma | Lymphoma with intermediate features | DLBCL/Burkitt-like lymphoma | High-grade B-cell lymphoma, NOS",ee7a5c72-4e00-5bd0-b33a-cc283f07bfbd,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C85-/C85.87
1044,C85,Lymphoma,Other specified and unspecified types of non-Hodgkin lymphoma,C85.88,Other specified types of non-Hodgkin lymphoma lymph nodes of multiple sites,"C85 | C85.88 | NHL|Non-Hodgkin lymphoma| Non Hodgkin lymphoma |Non-Hodgkin's | Mediastinal large B-cell lymphoma | Mediastinal large B cell lymphoma | Composite lymphoma | Lymphomas with overlapping features | Primary effusion lymphoma | PEL | Body cavity-based lymphoma | Intravascular large B-cell lymphoma | IVLBCL | ALK-negative anaplastic large cell lymphoma | ALK(-) ALCL | ALK-Negative ALCL | B-cell lymphoma, unclassifiable | BCLU | High-grade B-cell lymphoma, unclassifiable | HGBL, NOS | T-cell lymphoma, unclassifiable | TCL-U | Unclassifiable peripheral T-cell lymphoma | Lymphoma with intermediate features | DLBCL/Burkitt-like lymphoma | High-grade B-cell lymphoma, NOS",8bcdc86a-a425-54e1-a4f2-79981b955bdd,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C85-/C85.88
1045,C85,Lymphoma,Other specified and unspecified types of non-Hodgkin lymphoma,C85.89,Other specified types of non-Hodgkin lymphoma extranodal and solid organ sites,"C85 | C85.89 | NHL|Non-Hodgkin lymphoma| Non Hodgkin lymphoma |Non-Hodgkin's | Mediastinal large B-cell lymphoma | Mediastinal large B cell lymphoma | Composite lymphoma | Lymphomas with overlapping features | Primary effusion lymphoma | PEL | Body cavity-based lymphoma | Intravascular large B-cell lymphoma | IVLBCL | ALK-negative anaplastic large cell lymphoma | ALK(-) ALCL | ALK-Negative ALCL | B-cell lymphoma, unclassifiable | BCLU | High-grade B-cell lymphoma, unclassifiable | HGBL, NOS | T-cell lymphoma, unclassifiable | TCL-U | Unclassifiable peripheral T-cell lymphoma | Lymphoma with intermediate features | DLBCL/Burkitt-like lymphoma | High-grade B-cell lymphoma, NOS",5fa58859-336f-5915-8a72-895cc77b2593,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C85-/C85.89
1046,C85,Lymphoma,Other specified and unspecified types of non-Hodgkin lymphoma,C85.8A,Other specified types of non-Hodgkin lymphoma in remission,"C85 | C85.8A |NHL|Non-Hodgkin lymphoma| Non Hodgkin lymphoma |Non-Hodgkin's | Mediastinal large B-cell lymphoma | Mediastinal large B cell lymphoma | Composite lymphoma | Lymphomas with overlapping features | Primary effusion lymphoma | PEL | Body cavity-based lymphoma | Intravascular large B-cell lymphoma | IVLBCL | ALK-negative anaplastic large cell lymphoma | ALK(-) ALCL | ALK-Negative ALCL | B-cell lymphoma, unclassifiable | BCLU | High-grade B-cell lymphoma, unclassifiable | HGBL, NOS | T-cell lymphoma, unclassifiable | TCL-U | Unclassifiable peripheral T-cell lymphoma | Lymphoma with intermediate features | DLBCL/Burkitt-like lymphoma | High-grade B-cell lymphoma, NOS |",df6b05b5-d947-58f1-8ad6-76f6bac5665a,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C85-/C85.8A
1047,C85,Lymphoma,Other specified and unspecified types of non-Hodgkin lymphoma,C85.9,"Non-Hodgkin lymphoma, unspecified","C85 | C85.9 |  NHL | Non-Hodgkin lymphoma | Non Hodgkin lymphoma | Non-Hodgkin's | Non-Hodgkin lymphoma, unspecified | NHL, NOS | Unspecified NHL | Unspecified B-cell lymphoma | B-NHL, NOS | B-cell lymphoma, NOS | Unspecified T-cell lymphoma | T-NHL, NOS | T-cell lymphoma, NOS | Peripheral T-cell lymphoma, NOS | PTCL, NOS | Unspecified aggressive lymphoma | Aggressive NHL, NOS | High-grade NHL, NOS | Indeterminate lymphoma | Unclassified NHL | Indeterminate NHL |",24d28b64-0911-5646-aa48-f3e4360bb9a9,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C85-/C85.9
1048,C85,Lymphoma,Other specified and unspecified types of non-Hodgkin lymphoma,C85.90,"Non-Hodgkin lymphoma, unspecified unspecified site","C85 | C85.90 | NHL | Non-Hodgkin lymphoma | Non Hodgkin lymphoma | Non-Hodgkin's | Non-Hodgkin lymphoma, unspecified | NHL, NOS | Unspecified NHL | Unspecified B-cell lymphoma | B-NHL, NOS | B-cell lymphoma, NOS | Unspecified T-cell lymphoma | T-NHL, NOS | T-cell lymphoma, NOS | Peripheral T-cell lymphoma, NOS | PTCL, NOS | Unspecified aggressive lymphoma | Aggressive NHL, NOS | High-grade NHL, NOS | Indeterminate lymphoma | Unclassified NHL | Indeterminate NHL |",311de3bf-3c1b-59cf-b279-b2d2ffc20de0,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C85-/C85.90
1049,C85,Lymphoma,Other specified and unspecified types of non-Hodgkin lymphoma,C85.91,"Non-Hodgkin lymphoma, unspecified lymph nodes of head, face, and neck","C85 | C85.91 | NHL | Non-Hodgkin lymphoma | Non Hodgkin lymphoma | Non-Hodgkin's | Non-Hodgkin lymphoma, unspecified | NHL, NOS | Unspecified NHL | Unspecified B-cell lymphoma | B-NHL, NOS | B-cell lymphoma, NOS | Unspecified T-cell lymphoma | T-NHL, NOS | T-cell lymphoma, NOS | Peripheral T-cell lymphoma, NOS | PTCL, NOS | Unspecified aggressive lymphoma | Aggressive NHL, NOS | High-grade NHL, NOS | Indeterminate lymphoma | Unclassified NHL | Indeterminate NHL |",1725a28d-64e0-5631-bb57-8af5083889c7,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C85-/C85.91
