Column1,code_2,Unnamed: 2,description_2,code_3,description_3,id,link,Category
1155,C92,,Myeloid Leukemia ,C92.10,"Chronic myeloid leukemia, BCR/ABL-positive not having achieved remission",c686cdfa-1725-536d-92c2-3de4f013dac6,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C92-/C92.10,Leukemia
1156,C92,,Myeloid Leukemia ,C92.11,"Chronic myeloid leukemia, BCR/ABL-positive in remission",bea21a39-ed73-5e3e-9a2d-aac93262488c,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C92-/C92.11,Leukemia
1157,C92,,Myeloid Leukemia ,C92.12,"Chronic myeloid leukemia, BCR/ABL-positive in relapse",0f9260c0-13a2-5b7d-9470-1b708794823e,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C92-/C92.12,Leukemia
1158,C92,,Myeloid Leukemia ,C92.2,"Atypical chronic myeloid leukemia, BCR/ABL-negative",7c505917-96a6-5d3a-9e36-e62827f6edb5,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C92-/C92.2,Leukemia
1159,C92,,Myeloid Leukemia ,C92.20,"Atypical chronic myeloid leukemia, BCR/ABL-negative not having achieved remission",0f066fd3-c9da-5dd5-a409-e40d9b5461f3,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C92-/C92.20,Leukemia
1160,C92,,Myeloid Leukemia ,C92.21,"Atypical chronic myeloid leukemia, BCR/ABL-negative in remission",150b5e46-cca3-5ecd-b205-1099ae499a70,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C92-/C92.21,Leukemia
1161,C92,,Myeloid Leukemia ,C92.22,"Atypical chronic myeloid leukemia, BCR/ABL-negative in relapse",79a57f8a-7b8f-578f-a193-457dd7ec1898,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C92-/C92.22,Leukemia
1167,C92,,Myeloid Leukemia ,C92.40,Acute promyelocytic leukemia not having achieved remission,fd0288c7-3544-576e-891b-ad10dc93ce0a,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C92-/C92.40,Leukemia
1168,C92,,Myeloid Leukemia ,C92.41,Acute promyelocytic leukemia in remission,ab8f0e56-dd26-55eb-9301-dab07773c70f,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C92-/C92.41,Leukemia
1169,C92,,Myeloid Leukemia ,C92.42,Acute promyelocytic leukemia in relapse,62137024-319b-5ae7-872d-2655a1fb797c,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C92-/C92.42,Leukemia
1170,C92,,Myeloid Leukemia ,C92.5,Acute myelomonocytic leukemia,fecc1777-bdf8-5857-9df4-2da4f2936ed7,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C92-/C92.5,Leukemia
1171,C92,,Myeloid Leukemia ,C92.50,Acute myelomonocytic leukemia not having achieved remission,54d26241-a481-593c-8ba6-afc186fb2824,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C92-/C92.50,Leukemia
1172,C92,,Myeloid Leukemia ,C92.51,Acute myelomonocytic leukemia in remission,4726d8c0-ec5c-5d77-bd90-9c01d660bc38,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C92-/C92.51,Leukemia
1173,C92,,Myeloid Leukemia ,C92.52,Acute myelomonocytic leukemia in relapse,18711e39-fed7-5a10-9bd0-c78e306375ab,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C92-/C92.52,Leukemia
1174,C92,,Myeloid Leukemia ,C92.6,Acute myeloid leukemia with 11q23-abnormality,240330cb-c029-5904-bafc-cb37ca98136f,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C92-/C92.6,Leukemia
1175,C92,,Myeloid Leukemia ,C92.60,Acute myeloid leukemia with 11q23-abnormality not having achieved remission,b22c4505-258b-5a02-89f2-fd1ba8a3a00b,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C92-/C92.60,Leukemia
1176,C92,,Myeloid Leukemia ,C92.61,Acute myeloid leukemia with 11q23-abnormality in remission,55d31666-9c3a-5215-83d3-774934624770,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C92-/C92.61,Leukemia
1177,C92,,Myeloid Leukemia ,C92.62,Acute myeloid leukemia with 11q23-abnormality in relapse,865902fa-11f8-5128-91f7-4700034476b4,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C92-/C92.62,Leukemia
1178,C92,,Myeloid Leukemia ,C92.A,Acute myeloid leukemia with multilineage dysplasia,acf42c78-da6e-5db1-900a-eff684683a6a,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C92-/C92.A,Leukemia
1179,C92,,Myeloid Leukemia ,C92.A0,Acute myeloid leukemia with multilineage dysplasia not having achieved remission,7b3f45b4-64a5-5a02-b4d8-4da23cb8b739,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C92-/C92.A0,Leukemia
1180,C92,,Myeloid Leukemia ,C92.A1,Acute myeloid leukemia with multilineage dysplasia in remission,d351781a-1fd1-5704-a6a3-fe349fd47e64,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C92-/C92.A1,Leukemia
1181,C92,,Myeloid Leukemia ,C92.A2,Acute myeloid leukemia with multilineage dysplasia in relapse,1668cb86-69cd-53ac-9a4d-8f51487a3304,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C92-/C92.A2,Leukemia
1182,C92,,Myeloid Leukemia ,C92.Z,Other myeloid leukemia,ea87deea-aa9b-52b4-af63-602962cb9af7,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C92-/C92.Z,Leukemia
1183,C92,,Myeloid Leukemia ,C92.Z0,Other myeloid leukemia not having achieved remission,83739ba3-85ac-53b3-9edf-0d61c70f020b,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C92-/C92.Z0,Leukemia
1184,C92,,Myeloid Leukemia ,C92.Z1,Other myeloid leukemia in remission,c8602f20-bb6c-584e-a2c9-dbd3793881a2,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C92-/C92.Z1,Leukemia
1185,C92,,Myeloid Leukemia ,C92.Z2,Other myeloid leukemia in relapse,4e140a07-3252-5984-9954-09cb69b70aef,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C92-/C92.Z2,Leukemia
1186,C92,,Myeloid Leukemia ,C92.9,"Myeloid leukemia, unspecified",2bd79e8f-608b-5707-8507-6ffc010aca5e,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C92-/C92.9,Leukemia
1187,C92,,Myeloid Leukemia ,C92.90,"Myeloid leukemia, unspecified not having achieved remission",d737ee03-53ad-59bf-98f6-402953dc2ae7,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C92-/C92.90,Leukemia
1188,C92,,Myeloid Leukemia ,C92.91,"Myeloid leukemia, unspecified in remission",1855731c-a662-5cb6-8eaf-2245dd506933,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C92-/C92.91,Leukemia
1189,C92,,Myeloid Leukemia ,C92.92,"Myeloid leukemia, unspecified in relapse",4fd219ee-bb8a-54e3-a0a9-2d96b5c90ca3,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C92-/C92.92,Leukemia
1190,C93,,Monocytic leukemia,C93.0,Acute monoblastic/monocytic leukemia,d32d07a8-57af-5598-b744-3fbfcb100c6a,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C93-/C93.0,Leukemia
1191,C93,,Monocytic leukemia,C93.00,Acute monoblastic/monocytic leukemia not having achieved remission,5dbcf00f-87b6-56c9-8a85-a4a0cd823009,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C93-/C93.00,Leukemia
1192,C93,,Monocytic leukemia,C93.01,Acute monoblastic/monocytic leukemia in remission,4d1999aa-c88b-5b6a-be14-ac617d9bf9f8,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C93-/C93.01,Leukemia
1193,C93,,Monocytic leukemia,C93.02,Acute monoblastic/monocytic leukemia in relapse,3b76f7b9-c131-5f92-bf86-21d416023d88,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C93-/C93.02,Leukemia
1194,C93,,Monocytic leukemia,C93.1,Chronic myelomonocytic leukemia,e3678638-ce69-5d9c-9f94-a66c6ee5016b,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C93-/C93.1,Leukemia
1210,C94,,Other leukemias of specified cell type,C94.0,Acute erythroid leukemia,ec0bd446-29b0-505e-9383-945079e91bf1,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C94-/C94.0,Leukemia
1195,C93,,Monocytic leukemia,C93.10,Chronic myelomonocytic leukemia not having achieved remission,769283f0-6c91-5d9f-8453-03f26070aa7b,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C93-/C93.10,Leukemia
1196,C93,,Monocytic leukemia,C93.11,Chronic myelomonocytic leukemia in remission,9f0a514d-b11e-5a02-bf4c-1f4747bb1643,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C93-/C93.11,Leukemia
1197,C93,,Monocytic leukemia,C93.12,Chronic myelomonocytic leukemia in relapse,e5b1592f-d69c-5e7b-8f5a-776b9a8c9047,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C93-/C93.12,Leukemia
1198,C93,,Monocytic leukemia,C93.3,Juvenile myelomonocytic leukemia,c1ac8346-3ee0-53ec-bd7c-fac49700b493,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C93-/C93.3,Leukemia
1199,C93,,Monocytic leukemia,C93.30,Juvenile myelomonocytic leukemia not having achieved remission,33e0728c-6de0-57ac-a7a6-5a9d707e6769,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C93-/C93.30,Leukemia
1200,C93,,Monocytic leukemia,C93.31,Juvenile myelomonocytic leukemia in remission,f35e9dca-cf96-5068-bdff-5d9e38574e1b,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C93-/C93.31,Leukemia
1201,C93,,Monocytic leukemia,C93.32,Juvenile myelomonocytic leukemia in relapse,64aad70c-717f-5de6-8a63-b8e23510f147,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C93-/C93.32,Leukemia
5,E78,,Disorders of lipoprotein metabolism and other lipidemias,E78.2,Mixed hyperlipidemia,c38570e9-a3d1-5cce-bd2a-fec85caad268,https://www.icd10data.com//ICD10CM/Codes/E00-E89/E70-E88/E78-/E78.2,Lipid Disorder
1202,C93,,Monocytic leukemia,C93.Z,Other monocytic leukemia,fa8ee143-0040-5dad-8767-c0be17e3cc14,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C93-/C93.Z,Leukemia
1203,C93,,Monocytic leukemia,C93.Z0,Other monocytic leukemia not having achieved remission,2c76eab3-92ef-5ea7-bc9f-58d83a09e771,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C93-/C93.Z0,Leukemia
1204,C93,,Monocytic leukemia,C93.Z1,Other monocytic leukemia in remission,58a8d50f-d6b5-595d-82af-6227e7351494,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C93-/C93.Z1,Leukemia
1205,C93,,Monocytic leukemia,C93.Z2,Other monocytic leukemia in relapse,e043c1e4-7e4a-58a1-bec5-cb6bc68482b0,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C93-/C93.Z2,Leukemia
1206,C93,,Monocytic leukemia,C93.9,"Monocytic leukemia, unspecified",da307666-2743-556c-ba6f-411cffa8af5b,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C93-/C93.9,Leukemia
1207,C93,,Monocytic leukemia,C93.90,"Monocytic leukemia, unspecified not having achieved remission",cb98e3a2-6edb-54eb-a3d2-1044fb3e6b2f,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C93-/C93.90,Leukemia
1208,C93,,Monocytic leukemia,C93.91,"Monocytic leukemia, unspecified in remission",9e6ef549-6a80-5369-8bc2-ff1036e592e0,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C93-/C93.91,Leukemia
1209,C93,,Monocytic leukemia,C93.92,"Monocytic leukemia, unspecified in relapse",a604bbb5-d53d-5839-98c3-b45fb15e8719,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C93-/C93.92,Leukemia
1211,C94,,Other leukemias of specified cell type,C94.00,Acute erythroid leukemia not having achieved remission,e33b073e-5da4-561a-ac44-e8d6aaca86dd,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C94-/C94.00,Leukemia
1212,C94,,Other leukemias of specified cell type,C94.01,Acute erythroid leukemia in remission,a95f1fd6-a6bf-596a-a13c-31671633aa1a,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C94-/C94.01,Leukemia
1213,C94,,Other leukemias of specified cell type,C94.02,Acute erythroid leukemia in relapse,0546f5d0-8d83-58b0-9d25-1d4faaee6bd9,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C94-/C94.02,Leukemia
1214,C94,,Other leukemias of specified cell type,C94.2,Acute megakaryoblastic leukemia,df006cdf-a25b-5e28-b474-df6fa4548b56,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C94-/C94.2,Leukemia
1215,C94,,Other leukemias of specified cell type,C94.20,Acute megakaryoblastic leukemia not having achieved remission,d3b500f6-c2c0-5164-8e6a-380a40fc1da2,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C94-/C94.20,Leukemia
1216,C94,,Other leukemias of specified cell type,C94.21,Acute megakaryoblastic leukemia in remission,28c45891-ffa5-5724-9d96-6bd298778f0e,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C94-/C94.21,Leukemia
1217,C94,,Other leukemias of specified cell type,C94.22,Acute megakaryoblastic leukemia in relapse,e537530f-44d1-50c6-ae09-65531b905b92,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C94-/C94.22,Leukemia
1218,C94,,Other leukemias of specified cell type,C94.3,Mast cell leukemia,9912be47-c31f-554f-94e2-893e932aebdd,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C94-/C94.3,Leukemia
1219,C94,,Other leukemias of specified cell type,C94.30,Mast cell leukemia not having achieved remission,2c96f8f7-6bf8-5295-ab40-b1fcd41e92c4,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C94-/C94.30,Leukemia
1220,C94,,Other leukemias of specified cell type,C94.31,Mast cell leukemia in remission,b03748dc-daa5-5d49-9813-a9901e74a43a,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C94-/C94.31,Leukemia
1221,C94,,Other leukemias of specified cell type,C94.32,Mast cell leukemia in relapse,128e89cf-b0c9-5557-a765-61a4cec57bf4,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C94-/C94.32,Leukemia
1222,C94,,Other leukemias of specified cell type,C94.4,Acute panmyelosis with myelofibrosis,e3896e43-42c7-5380-acb2-2b33b4d01f5a,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C94-/C94.4,Leukemia
1223,C94,,Other leukemias of specified cell type,C94.40,Acute panmyelosis with myelofibrosis not having achieved remission,3da83b1f-770f-543d-9dc0-b2ea90ed8b6c,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C94-/C94.40,Leukemia
1224,C94,,Other leukemias of specified cell type,C94.41,Acute panmyelosis with myelofibrosis in remission,66ad46f4-e62c-5fca-80ca-bb05234126e3,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C94-/C94.41,Leukemia
1225,C94,,Other leukemias of specified cell type,C94.42,Acute panmyelosis with myelofibrosis in relapse,c754e66f-fe7d-5a12-a5e2-4d5d141e636f,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C94-/C94.42,Leukemia
1226,C94,,Other leukemias of specified cell type,C94.6,"Myelodysplastic disease, not elsewhere classified",8518f441-3ff8-51aa-92ac-5bd8cfea638c,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C94-/C94.6,Leukemia
1227,C94,,Other leukemias of specified cell type,C94.8,Other specified leukemias,5662be6a-1eb2-5153-88bf-a27d35af8996,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C94-/C94.8,Leukemia
1228,C94,,Other leukemias of specified cell type,C94.80,Other specified leukemias not having achieved remission,e74d0468-ec27-5b7b-92f2-7c7d9d12eaa1,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C94-/C94.80,Leukemia
1230,C94,,Other leukemias of specified cell type,C94.82,Other specified leukemias in relapse,d10b135e-a900-5497-8948-ff785faa5f05,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C94-/C94.82,Leukemia
1231,C95,,Leukemia of unspecified cell type,C95.0,Acute Leukemia of unspecified cell type,63018c22-2080-55e0-b679-3b5de2a6a687,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C95-/C95.0,Leukemia
1232,C95,,Leukemia of unspecified cell type,C95.00,Acute Leukemia of unspecified cell type not having achieved remission,0f35705e-87b0-5d00-9e1f-30a71d0b9ca5,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C95-/C95.00,Leukemia
1233,C95,,Leukemia of unspecified cell type,C95.01,Acute Leukemia of unspecified cell type in remission,3e243c39-b7f5-5d95-9e53-4981e34c34eb,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C95-/C95.01,Leukemia
1234,C95,,Leukemia of unspecified cell type,C95.02,Acute Leukemia of unspecified cell type in relapse,8f02450f-92f8-5f18-81e5-6d40a8c4ae50,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C95-/C95.02,Leukemia
1235,C95,,Leukemia of unspecified cell type,C95.1,Chronic Leukemia of unspecified cell type,c3f3b161-e41e-5fd8-aaf7-e1db91253f9b,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C95-/C95.1,Leukemia
1236,C95,,Leukemia of unspecified cell type,C95.10,Chronic Leukemia of unspecified cell type not having achieved remission,609de3a6-ec4e-5297-af76-bd7aadb49bc6,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C95-/C95.10,Leukemia
1237,C95,,Leukemia of unspecified cell type,C95.11,Chronic Leukemia of unspecified cell type in remission,a249e855-90df-5c49-a1a8-c99f70c93d80,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C95-/C95.11,Leukemia
1238,C95,,Leukemia of unspecified cell type,C95.12,Chronic Leukemia of unspecified cell type in relapse,0b3d0155-3e1a-5c0a-a555-ac04d0dd1fb9,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C95-/C95.12,Leukemia
1239,C95,,Leukemia of unspecified cell type,C95.9,"Leukemia, unspecified",90385d96-5ff0-5380-8c22-3b35124b1d86,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C95-/C95.9,Leukemia
1240,C95,,Leukemia of unspecified cell type,C95.90,"Leukemia, unspecified not having achieved remission",3401d83a-d19c-5ea0-9828-ff9f4974429c,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C95-/C95.90,Leukemia
1241,C95,,Leukemia of unspecified cell type,C95.91,"Leukemia, unspecified in remission",380aba9d-2aa0-5109-9b29-2f1317afcc12,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C95-/C95.91,Leukemia
1242,C95,,Leukemia of unspecified cell type,C95.92,"Leukemia, unspecified in relapse",fdd7befd-ae86-5742-a126-2cfb77f465b9,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C95-/C95.92,Leukemia
1243,C96,,"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue",C96.0,Multifocal and multisystemic (disseminated) Langerhans-cell histiocytosis,e82b8d99-a29b-55d6-b288-9862a0ae7724,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C96-/C96.0,Lymphoid Cancer
1244,C96,,"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue",C96.2,Malignant mast cell neoplasm,d3c7d99c-9f0d-5c0f-a0c7-47f7448d3425,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C96-/C96.2,Lymphoid Cancer
1245,C96,,"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue",C96.20,Malignant mast cell neoplasm unspecified,42f95003-8920-51f1-aeec-02c1c88df69b,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C96-/C96.20,Lymphoid Cancer
1246,C96,,"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue",C96.21,Aggressive systemic mastocytosis,960b274d-e60b-5f20-895d-b15c5ad9ce53,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C96-/C96.21,Lymphoid Cancer
1247,C96,,"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue",C96.22,Mast cell sarcoma,db34f4dc-8c33-507e-a0af-1f95f51f7819,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C96-/C96.22,Lymphoid Cancer
1248,C96,,"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue",C96.29,Other malignant mast cell neoplasm,48ca8fc9-2788-5cf7-b246-b91f23c99a60,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C96-/C96.29,Lymphoid Cancer
1249,C96,,"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue",C96.4,Sarcoma of dendritic cells (accessory cells),b72c3ead-b2de-58e6-99da-987915924439,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C96-/C96.4,Lymphoid Cancer
1250,C96,,"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue",C96.5,Multifocal and unisystemic Langerhans-cell histiocytosis,5393ff1c-3b15-547d-bba5-d3be97de9820,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C96-/C96.5,Lymphoid Cancer
1251,C96,,"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue",C96.6,Unifocal Langerhans-cell histiocytosis,0607697b-f6a3-5e56-b252-aebbf362e4d6,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C96-/C96.6,Lymphoid Cancer
1252,C96,,"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue",C96.A,Histiocytic sarcoma,15fc7a03-2fc2-54a9-a418-ce8ed31b7f65,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C96-/C96.A,Lymphoid Cancer
1253,C96,,"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue",C96.Z,"Other specified malignant neoplasms of lymphoid, hematopoietic and related tissue",ffe2ef2c-e947-5d86-a4f4-00fff9bb2352,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C96-/C96.Z,Lymphoid Cancer
1254,C96,,"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue",C96.9,"Malignant neoplasm of lymphoid, hematopoietic and related tissue, unspecified",39fb720b-af03-5dda-b6e4-3b76e8f68590,https://www.icd10data.com//ICD10CM/Codes/C00-D49/C81-C96/C96-/C96.9,Lymphoid Cancer
9,E78,,Disorders of lipoprotein metabolism and other lipidemias,E78.49,Other hyperlipidemia,327547c6-3a89-50e1-983a-3bdcaa99e9d1,,Lipid Disorder
6,E78,,Disorders of lipoprotein metabolism and other lipidemias,E78.3,Hyperchylomicronemia,85fc2fbf-68e7-5e4d-bc20-498aec9e00ee,https://www.icd10data.com//ICD10CM/Codes/E00-E89/E70-E88/E78-/E78.3,Lipid Disorder
8,E78,,Disorders of lipoprotein metabolism and other lipidemias,E78.41,Elevated Lipoprotein(a),32d2cf6d-4ce4-5616-8e8d-4fa60c27d7ec,https://www.icd10data.com//ICD10CM/Codes/E00-E89/E70-E88/E78-/E78.41,Lipid Disorder
10,E78,,Disorders of lipoprotein metabolism and other lipidemias,E78.5,"Hyperlipidemia, unspecified",cc0b4b14-1838-595e-b921-e31e65168746,https://www.icd10data.com//ICD10CM/Codes/E00-E89/E70-E88/E78-/E78.5,Lipid Disorder
11,E78,,Disorders of lipoprotein metabolism and other lipidemias,E78.6,Lipoprotein deficiency,6e5dd9e1-864d-56e5-bf78-4ad03e2152f5,https://www.icd10data.com//ICD10CM/Codes/E00-E89/E70-E88/E78-/E78.6,Lipid Disorder
